DATE,NUMARTS,COUNTS,THEMES,LOCATIONS,PERSONS,ORGANIZATIONS,TONE,CAMEOEVENTIDS,SOURCES,SOURCEURLS
20190702,1,AFFECT#30#users#1#Hong Kong#HK#HK#22.25#114.166667#HK;,TAX_FNCACT;TAX_FNCACT_CEO;TAX_FNCACT_PRINCE;CRISISLEX_T11_UPDATESSYMPATHY;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;INFO_RUMOR;CRISISLEX_CRISISLEXREC;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;CYBER_ATTACK;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;PROTEST;AFFECT;SURVEILLANCE;SANCTIONS;UNGP_FORESTS_RIVERS_OCEANS;TRANSPARENCY;TAX_FNCACT_HACKER;WB_1817_CONGESTION;WB_162_TRANSPORT_ECONOMICS;MANMADE_DISASTER;MANMADE_DISASTER_SERVICE_DISRUPTION;SOC_SERVICEDISRUPTION;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;,1#China#CH#CH#35#105#CH;1#Hong Kong#HK#HK#22.25#114.166667#HK;1#Iran#IR#IR#32#53#IR,alex henthorne-iwane,verizon,"-3.30578512396694,2.64462809917355,5.9504132231405,8.59504132231405,24.297520661157,3.88429752066116","856345506,856426453,856567028,856567141",datacenterdynamics.com,https://www.datacenterdynamics.com/analysis/cloudflare-ceo-talks-outage-was-entirely-our-problem-was-mistake-which-we-made/
20190702,1,,SHORTAGE;AFFECT;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT;TAX_FNCACT_CEO;TAX_FNCACT_PRINCE;ECON_BITCOIN;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_ECON_PRICE;MEDIA_SOCIAL;CRISISLEX_CRISISLEXREC;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;CRISISLEX_T01_CAUTION_ADVICE;CRISISLEX_T04_INFRASTRUCTURE;SOC_EXPRESSREGRET;WB_694_BROADCAST_AND_MEDIA;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;,"1#United States#US#US#39.828175#-98.5795#US;2#Oregon, United States#US#USOR#44.5672#-122.127#OR;2#Michigan, United States#US#USMI#43.3504#-84.5603#MI;2#Texas, United States#US#USTX#31.106#-97.6475#TX;3#Washington, Washington, United States#US#USDC#38.8951#-77.0364#531871",,instagram;soundcloud;pinterest,"-3.25670498084291,2.4904214559387,5.74712643678161,8.23754789272031,22.4137931034483,1.14942528735632",,digitaltrends.com,https://www.digitaltrends.com/news/cloudflare-att-outages-affect-discord-websites/
20190702,1,,TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TRAFFIC;MEDIA_SOCIAL;CRISISLEX_CRISISLEXREC;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;AFFECT;BORDER;,"1#China#CH#CH#35#105#CH;2#Pennsylvania, United States#US#USPA#40.5773#-77.264#PA;1#Jordan#JO#JO#31#36#JO",john graham-cumming;cloudflare tom strickx;mike lorenz mike;kenn white;crymydyne crymydyne,verizon,"-3.48432055749129,0.348432055749129,3.83275261324042,4.18118466898955,22.6480836236934,1.74216027874564",,itwire.com,https://www.itwire.com/networking/botched-software-update-causes-cloudflare-outage.html
20190702,1,,ECON_BITCOIN;AFFECT;WB_698_TRADE;TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;UNGP_FORESTS_RIVERS_OCEANS;,1#South Korea#KS#KS#37#127.5#KS,,amazon web services,"-1.875,1.25,3.125,4.375,26.25,1.875",,thenextweb.com,https://thenextweb.com/hardfork/2019/07/02/cloudflare-down-cryptocurrency-coinbase-bitfinex-coinmarketcap-blockchain/
20190703,1,,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;NATURAL_DISASTER;NATURAL_DISASTER_FLOODED;CRISISLEX_C06_WATER_SANITATION;AFFECT;TAX_FNCACT;TAX_FNCACT_CTO;CRISISLEX_CRISISLEXREC;CYBER_ATTACK;TAX_DISEASE;TAX_DISEASE_HEART_ATTACK;,"2#Pennsylvania, United States#US#USPA#40.5773#-77.264#PA;4#Dublin, Dublin, Ireland#EI#EI07#53.3331#-6.24889#-1502554",john graham-cumming,verizon,"-5.1219512195122,0.48780487804878,5.60975609756098,6.09756097560976,23.4146341463415,0.975609756097561",,siliconrepublic.com,https://www.siliconrepublic.com/enterprise/cloudflare-outage-502-bad-gateway-explained
20190703,1,KILL#82##1#Australia#AS#AS#-25#135#AS;,CRISISLEX_CRISISLEXREC;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT_ENGINEERS;TRAFFIC;KILL;,1#Australia#AS#AS#-25#135#AS,john graham-cumming,,"-6.93877551020408,0.816326530612245,7.75510204081633,8.57142857142857,23.265306122449,0.408163265306122",,itnews.com.au,https://www.itnews.com.au/news/rogue-regex-trips-cloudflare-worldwide-527600
20190703,2,,,"1#Qatar#QA#QA#25.5#51.25#QA;4#Doha, Ad Daw?Ah, Qatar#QA#QA01#25.2867#51.5333#-785169;1#United States#US#US#39.828175#-98.5795#US",,instagram;verizon;twitter;facebook;cloudflare inc,"-4.89795918367347,1.22448979591837,6.12244897959184,7.34693877551021,22.8571428571429,0.408163265306122","856779395,856779395",thepeninsulaqatar.com;thepeninsulaqatar.com,"https://www.thepeninsulaqatar.com/article/03/07/2019/Facebook,-Instagram-and-WhatsApp-partially-down-across-the-globe-including-Qatar<UDIV>https://thepeninsulaqatar.com/article/03/07/2019/Facebook,-Instagram-and-WhatsApp-partially-down-across-the-globe-including-Qatar"
20190703,1,,,1#United States#US#US#39.828175#-98.5795#US,,shopify inc;dropbox inc;cloudflare inc;coinbase inc;soundcloud ltd,"-5.09554140127389,1.91082802547771,7.00636942675159,8.9171974522293,25.796178343949,0.955414012738854",,thepeninsulaqatar.com,"https://thepeninsulaqatar.com/article/03/07/2019/Net-defender-Cloudflare-%E2%80%98let-the-internet-down,%E2%80%99-CEO-says"
20190703,1,,TAX_FNCACT;TAX_FNCACT_CEO;TAX_FNCACT_PRINCE;CYBER_ATTACK;CRISISLEX_CRISISLEXREC;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_VICTIM;MEDIA_SOCIAL;EPU_ECONOMY_HISTORIC;,1#United States#US#US#39.828175#-98.5795#US,,twitter;cloudflare network operations center,"-0.488997555012224,4.88997555012225,5.37897310513447,10.2689486552567,23.2273838630807,0.488997555012225","856608466,856623820",crn.com,https://www.crn.com/news/security/cloudflare-ceo-outage-stemmed-from-software-flaw-not-cyberattack
20190703,1,,,1#China#CH#CH#35#105#CH;1#Japan#JA#JA#36#138#JA;1#United States#US#US#39.828175#-98.5795#US,ergon informatik;zenedge qualys,akamai;services managed services;products of major companies;research study;financial services;sophos;united states;major companies list,"1.06044538706257,1.48462354188759,0.424178154825027,1.90880169671262,23.7539766702015,0.63626723223754",,ssuchronicle.com,https://www.ssuchronicle.com/2019/07/03/web-application-firewall-waf-market-major-technology-giants-in-buzz-again-imperva-akamai-barracuda-citrix-cloudflare-denyall/
20190703,1,,WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER;TAX_FNCACT_PRINCE;CRISISLEX_CRISISLEXREC;SHORTAGE;AFFECT;EPU_ECONOMY_HISTORIC;MEDIA_SOCIAL;ECON_BITCOIN;WB_698_TRADE;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;,1#United States#US#US#39.828175#-98.5795#US,,bloomberg;shopify inc;dropbox inc;coinbase inc;cloudflare inc;soundcloud ltd,"-4.95356037151703,1.85758513931889,6.81114551083591,8.6687306501548,24.7678018575851,0.928792569659443",,thestar.com.my,https://www.thestar.com.my/tech/tech-news/2019/07/03/net-defender-cloudflare-let-the-internet-down-ceo-says/
20190703,1,,,1#China#CH#CH#35#105#CH;1#Japan#JA#JA#36#138#JA,,twitter;sony,"-1.51975683890577,2.12765957446809,3.64741641337386,5.77507598784195,17.629179331307,0.303951367781155","856750560,856750563,856750597,856750598,856679896,856751474",itbusiness.ca,https://www.itbusiness.ca/news/hashtag-trending-the-walkman-turns-40-cloudflare-outage-chinas-surveillance-campaign/111200
20190703,1,AFFECT#10##1#United States#US#US#39.828175#-98.5795#US;,MEDIA_SOCIAL;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_DISEASE;TAX_DISEASE_RASH;UNGP_TRANSPORTATION_ROADS;KILL;AFFECT;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1934_CIVILLIAN_POLICE_AND_SECURITY_SERVICES;WB_1014_CRIMINAL_JUSTICE;CYBER_ATTACK;CRISISLEX_CRISISLEXREC;,1#United States#US#US#39.828175#-98.5795#US;1#United Kingdom#UK#UK#54#-4#UK,,linkedin;facebook,"-4.35413642960813,0.870827285921626,5.22496371552975,6.09579100145138,20.6095791001451,1.74165457184325",,computing.co.uk,https://www.computing.co.uk/ctg/news/3078306/cloudflare-outage
20190703,1,,TAX_DISEASE;TAX_DISEASE_PARALYSIS;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;CRISISLEX_CRISISLEXREC;AFFECT;WB_694_BROADCAST_AND_MEDIA;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT;TAX_FNCACT_CTO;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;EPU_POLICY;EPU_POLICY_POLITICAL;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;TRIAL;TAX_FNCACT_AUTHORITIES;EPU_POLICY_AUTHORITIES;POLITICAL_TURMOIL;PROTEST;WB_2601_TRADE_LINKAGES_SPILLOVERS_AND_CONNECTIVITY;WB_772_TRADE_FACILITATION_AND_LOGISTICS;WB_699_URBAN_DEVELOPMENT;WB_866_CONNECTIVITY_AND_LAGGING_REGIONS;WB_698_TRADE;WB_797_NATIONAL_URBAN_POLICIES;CYBER_ATTACK;TAX_FNCACT_FOUNDER;,1#China#CH#CH#35#105#CH;1#Hong Kong#HK#HK#22.25#114.166667#HK,cloudflare john graham-cumming;pavel durov,hong kong golden forum;hong kong discuss forum,"-7.05882352941176,1.47058823529412,8.52941176470588,10,22.6470588235294,0.882352941176471","856691903,856691904",ejinsight.com,http://www.ejinsight.com/20190703-massive-internet-outage-traced-to-coudflare-glitch/
20190703,1,,,1#United States#US#US#39.828175#-98.5795#US,,bloomberg cloudflare inc;shopify inc;dropbox inc;coinbase inc;soundcloud ltd,"-5.04731861198738,1.89274447949527,6.94006309148265,8.83280757097792,25.5520504731861,0.946372239747634",,datacenterknowledge.com,https://www.datacenterknowledge.com:443/uptime/cloudflare-let-internet-down-ceo-says
20190703,1,"AFFECT#200##4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;",CYBER_ATTACK;CRISISLEX_CRISISLEXREC;CRISISLEX_C07_SAFETY;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;SHORTAGE;MANMADE_DISASTER_IMPLIED;MANMADE_DISASTER;MANMADE_DISASTER_POWER_OUTAGE;POWER_OUTAGE;CRISISLEX_T01_CAUTION_ADVICE;AFFECT;,"4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889",john graham-cumming,amazon web service,"-5.57620817843866,0.371747211895911,5.94795539033457,6.31970260223048,23.0483271375465,2.04460966542751","856617670,856697718",computerweekly.com,https://www.computerweekly.com/news/252466194/Cloudflare-outage-Firm-blames-global-website-outage-on-routine-software-update-gone-rogue
20190703,1,,TAX_FNCACT;TAX_FNCACT_CEO;TAX_FNCACT_PRINCE;MEDIA_SOCIAL;TRAFFIC;,1#Australia#AS#AS#-25#135#AS,,twitter,"-3.36538461538461,0.961538461538462,4.32692307692308,5.28846153846154,24.0384615384615,1.44230769230769",,crn.com.au,https://www.crn.com.au/news/cloudflare-outage-briefly-knocks-much-of-internet-offline-527590
20190703,1,,UNGP_FORESTS_RIVERS_OCEANS;AFFECT;TAX_FNCACT;TAX_FNCACT_CTO;MEDIA_SOCIAL;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIANS;TRAFFIC;INFO_RUMOR;CYBER_ATTACK;CRISISLEX_CRISISLEXREC;EPU_ECONOMY_HISTORIC;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;CRISISLEX_C07_SAFETY;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;TAX_FNCACT_MANAGER;,1#Australia#AS#AS#-25#135#AS;1#United States#US#US#39.828175#-98.5795#US,oxana vorobyeva dreamstime;john graham-cumming;asia pacific;matthew scully;gbps ddo,verizon;microsoft,"-2.11382113821138,1.46341463414634,3.57723577235772,5.04065040650407,21.3008130081301,1.30081300813008","856609647,856611165",cso.com.au,https://www.cso.com.au/article/663606/cloudflare-does-down-again-taking-it-websites-rely-it/
20190703,1,,CYBER_ATTACK;TAX_FNCACT;TAX_FNCACT_CULPRIT;CRISISLEX_C07_SAFETY;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;AFFECT;MEDIA_SOCIAL;SHORTAGE;,"2#Pennsylvania, United States#US#USPA#40.5773#-77.264#PA;2#Virginia, United States#US#USVA#37.768#-78.2057#VA",sean gallup getty,google;youtube;verizon;amazon web services,"-3.85964912280702,0.701754385964912,4.56140350877193,5.26315789473684,22.8070175438596,0.701754385964912",,slate.com,https://slate.com/technology/2019/07/cloudflare-internet-outage-502-gateway-error.html
20190704,1,,WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT;TAX_FNCACT_SPOKESPERSON;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;EPU_ECONOMY_HISTORIC;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1934_CIVILLIAN_POLICE_AND_SECURITY_SERVICES;WB_1014_CRIMINAL_JUSTICE;SHORTAGE;,1#United Kingdom#UK#UK#54#-4#UK;1#Zimbabwe#ZI#ZI#-19#29#ZI,,instagram;cloudflare blames bad software;twitter;facebook,"-6.06060606060606,0.432900432900433,6.49350649350649,6.92640692640693,18.9033189033189,2.74170274170274",,thelogicalindian.com,https://thelogicalindian.com/news/social-media-outage/
20190704,1,,INTERNET_BLACKOUT;AFFECT;TAX_FNCACT;TAX_FNCACT_CTO;,"2#Pennsylvania, United States#US#USPA#40.5773#-77.264#PA;1#United States#US#US#39.828175#-98.5795#US",john graham-cumming,verizon;united states,"-6.09756097560976,1.21951219512195,7.31707317073171,8.53658536585366,13.4146341463415,0",,packtpub.com,https://hub.packtpub.com/cloudflare-suffers-2nd-major-internet-outage-in-a-week-this-time-due-to-globally-deploying-a-rogue-regex-rule/
20190704,1,,SHORTAGE;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_ENGINEER;,1#United States#US#US#39.828175#-98.5795#US,,instagram;microsoft office;verizon;twitter;facebook,"-4.4811320754717,0.707547169811321,5.18867924528302,5.89622641509434,20.0471698113208,0.471698113207547",856865103,arstechnica.com,https://arstechnica.com/information-technology/2019/07/facebook-cloudflare-microsoft-and-twitter-suffer-outages/
